Hashcode,Jingle,Candidate,Latency
102157551eeb2a81ba2140ea2704edd5c3a3b629,c192_202102032315.mp4,c192_202102020045.mp4,-1000
102157551eeb2a81ba2140ea2704edd5c3a3b629,c192_202102032315.mp4,c192_202102032315.mp4,264
102157551eeb2a81ba2140ea2704edd5c3a3b629,c192_202102032315.mp4,c192_202102032340.mp4,-1000
102157551eeb2a81ba2140ea2704edd5c3a3b629,c192_202102032315.mp4,c192_202102040045.mp4,696
102157551eeb2a81ba2140ea2704edd5c3a3b629,c192_202102032315.mp4,c192_202102040120.mp4,-1000
102157551eeb2a81ba2140ea2704edd5c3a3b629,c192_202102032315.mp4,c192_202102090055.mp4,184
102157551eeb2a81ba2140ea2704edd5c3a3b629,c192_202102032315.mp4,c192_202102102305.mp4,-1000
102157551eeb2a81ba2140ea2704edd5c3a3b629,c192_202102032315.mp4,c192_202102102355.mp4,-1000
102157551eeb2a81ba2140ea2704edd5c3a3b629,c192_202102032315.mp4,c192_202102110050.mp4,392
102157551eeb2a81ba2140ea2704edd5c3a3b629,c192_202102032315.mp4,c192_202102110135.mp4,631
102157551eeb2a81ba2140ea2704edd5c3a3b629,c192_202102032315.mp4,c192_202102152310.mp4,338
102157551eeb2a81ba2140ea2704edd5c3a3b629,c192_202102032315.mp4,c192_202102152355.mp4,379
102157551eeb2a81ba2140ea2704edd5c3a3b629,c192_202102032315.mp4,c192_202102160050.mp4,-197
102157551eeb2a81ba2140ea2704edd5c3a3b629,c192_202102032315.mp4,c192_202102172305.mp4,-1000
102157551eeb2a81ba2140ea2704edd5c3a3b629,c192_202102032315.mp4,c192_202102172355.mp4,-1000
102157551eeb2a81ba2140ea2704edd5c3a3b629,c192_202102032315.mp4,c192_202102180050.mp4,-1000
102157551eeb2a81ba2140ea2704edd5c3a3b629,c192_202102032315.mp4,c192_202102180135.mp4,-1000
102157551eeb2a81ba2140ea2704edd5c3a3b629,c192_202102032315.mp4,c192_202102222310.mp4,-1000
102157551eeb2a81ba2140ea2704edd5c3a3b629,c192_202102032315.mp4,c192_202102230050.mp4,263
102157551eeb2a81ba2140ea2704edd5c3a3b629,c192_202102032315.mp4,c192_202102242305.mp4,-1000
102157551eeb2a81ba2140ea2704edd5c3a3b629,c192_202102032315.mp4,c192_202102242350.mp4,-1000
102157551eeb2a81ba2140ea2704edd5c3a3b629,c192_202102032315.mp4,c192_202102250045.mp4,-1000
102157551eeb2a81ba2140ea2704edd5c3a3b629,c192_202102032315.mp4,c192_202102250130.mp4,-1000
2ffc9235fbbb9a5f6e25817c114011c81758fde2,c192_202102032105.mp4,c192_202102032105.mp4,678
2ffc9235fbbb9a5f6e25817c114011c81758fde2,c192_202102032105.mp4,c192_202102032205.mp4,625
2ffc9235fbbb9a5f6e25817c114011c81758fde2,c192_202102032105.mp4,c192_202102102205.mp4,-1000
2ffc9235fbbb9a5f6e25817c114011c81758fde2,c192_202102032105.mp4,c192_202102172105.mp4,669
2ffc9235fbbb9a5f6e25817c114011c81758fde2,c192_202102032105.mp4,c192_202102172205.mp4,-1000
2ffc9235fbbb9a5f6e25817c114011c81758fde2,c192_202102032105.mp4,c192_202102242105.mp4,613
2ffc9235fbbb9a5f6e25817c114011c81758fde2,c192_202102032105.mp4,c192_202102242205.mp4,427
9560686300c3d7f6325ea9b7fd2e527c9d918cc6,c192_202102022155.mp4,c192_202102022155.mp4,546
9560686300c3d7f6325ea9b7fd2e527c9d918cc6,c192_202102022155.mp4,c192_202102022250.mp4,415
9560686300c3d7f6325ea9b7fd2e527c9d918cc6,c192_202102022155.mp4,c192_202102022335.mp4,-1000
9560686300c3d7f6325ea9b7fd2e527c9d918cc6,c192_202102022155.mp4,c192_202102030125.mp4,-1000
9560686300c3d7f6325ea9b7fd2e527c9d918cc6,c192_202102022155.mp4,c192_202102092155.mp4,-1000
9560686300c3d7f6325ea9b7fd2e527c9d918cc6,c192_202102022155.mp4,c192_202102092245.mp4,597
9560686300c3d7f6325ea9b7fd2e527c9d918cc6,c192_202102022155.mp4,c192_202102100120.mp4,317
9560686300c3d7f6325ea9b7fd2e527c9d918cc6,c192_202102022155.mp4,c192_202102162155.mp4,659
9560686300c3d7f6325ea9b7fd2e527c9d918cc6,c192_202102022155.mp4,c192_202102162245.mp4,-1000
9560686300c3d7f6325ea9b7fd2e527c9d918cc6,c192_202102022155.mp4,c192_202102170025.mp4,628
9560686300c3d7f6325ea9b7fd2e527c9d918cc6,c192_202102022155.mp4,c192_202102170120.mp4,423
9560686300c3d7f6325ea9b7fd2e527c9d918cc6,c192_202102022155.mp4,c192_202102232155.mp4,-1000
9560686300c3d7f6325ea9b7fd2e527c9d918cc6,c192_202102022155.mp4,c192_202102232250.mp4,-24
9560686300c3d7f6325ea9b7fd2e527c9d918cc6,c192_202102022155.mp4,c192_202102240030.mp4,-22
9560686300c3d7f6325ea9b7fd2e527c9d918cc6,c192_202102022155.mp4,c192_202102240120.mp4,-42
9560686300c3d7f6325ea9b7fd2e527c9d918cc6,c192_202102022155.mp4,c192_202102022105.mp4,-1000
9560686300c3d7f6325ea9b7fd2e527c9d918cc6,c192_202102022155.mp4,c192_202102030030.mp4,-1000
9560686300c3d7f6325ea9b7fd2e527c9d918cc6,c192_202102022155.mp4,c192_202102092105.mp4,-1000
9560686300c3d7f6325ea9b7fd2e527c9d918cc6,c192_202102022155.mp4,c192_202102092335.mp4,-1000
9560686300c3d7f6325ea9b7fd2e527c9d918cc6,c192_202102022155.mp4,c192_202102100025.mp4,-1000
9560686300c3d7f6325ea9b7fd2e527c9d918cc6,c192_202102022155.mp4,c192_202102162105.mp4,-1000
9560686300c3d7f6325ea9b7fd2e527c9d918cc6,c192_202102022155.mp4,c192_202102162335.mp4,-1000
9560686300c3d7f6325ea9b7fd2e527c9d918cc6,c192_202102022155.mp4,c192_202102232105.mp4,-1000
9560686300c3d7f6325ea9b7fd2e527c9d918cc6,c192_202102022155.mp4,c192_202102232335.mp4,-1000
6d443a6d1c45a88fa7a3f8f28061c5b37c78350b,c192_202102022055.mp4,c192_202102012055.mp4,-1000
6d443a6d1c45a88fa7a3f8f28061c5b37c78350b,c192_202102022055.mp4,c192_202102022055.mp4,529
6d443a6d1c45a88fa7a3f8f28061c5b37c78350b,c192_202102022055.mp4,c192_202102032055.mp4,411
6d443a6d1c45a88fa7a3f8f28061c5b37c78350b,c192_202102022055.mp4,c192_202102042055.mp4,248
6d443a6d1c45a88fa7a3f8f28061c5b37c78350b,c192_202102022055.mp4,c192_202102052055.mp4,515
6d443a6d1c45a88fa7a3f8f28061c5b37c78350b,c192_202102022055.mp4,c192_202102082055.mp4,374
6d443a6d1c45a88fa7a3f8f28061c5b37c78350b,c192_202102022055.mp4,c192_202102092055.mp4,433
6d443a6d1c45a88fa7a3f8f28061c5b37c78350b,c192_202102022055.mp4,c192_202102102055.mp4,343
6d443a6d1c45a88fa7a3f8f28061c5b37c78350b,c192_202102022055.mp4,c192_202102112055.mp4,392
6d443a6d1c45a88fa7a3f8f28061c5b37c78350b,c192_202102022055.mp4,c192_202102122055.mp4,532
6d443a6d1c45a88fa7a3f8f28061c5b37c78350b,c192_202102022055.mp4,c192_202102152055.mp4,328
6d443a6d1c45a88fa7a3f8f28061c5b37c78350b,c192_202102022055.mp4,c192_202102162055.mp4,452
6d443a6d1c45a88fa7a3f8f28061c5b37c78350b,c192_202102022055.mp4,c192_202102172055.mp4,414
6d443a6d1c45a88fa7a3f8f28061c5b37c78350b,c192_202102022055.mp4,c192_202102182055.mp4,339
6d443a6d1c45a88fa7a3f8f28061c5b37c78350b,c192_202102022055.mp4,c192_202102192055.mp4,484
6d443a6d1c45a88fa7a3f8f28061c5b37c78350b,c192_202102022055.mp4,c192_202102222055.mp4,405
6d443a6d1c45a88fa7a3f8f28061c5b37c78350b,c192_202102022055.mp4,c192_202102232055.mp4,450
6d443a6d1c45a88fa7a3f8f28061c5b37c78350b,c192_202102022055.mp4,c192_202102242055.mp4,370
6d443a6d1c45a88fa7a3f8f28061c5b37c78350b,c192_202102022055.mp4,c192_202102252055.mp4,362
6d443a6d1c45a88fa7a3f8f28061c5b37c78350b,c192_202102022055.mp4,c192_202102262055.mp4,526
3a09ac6d5443d22def8ddad48ae6735dd22edf59,c192_202102022040.mp4,c192_202102022040.mp4,374
3a09ac6d5443d22def8ddad48ae6735dd22edf59,c192_202102022040.mp4,c192_202102052040.mp4,241
3a09ac6d5443d22def8ddad48ae6735dd22edf59,c192_202102022040.mp4,c192_202102092045.mp4,-136
3a09ac6d5443d22def8ddad48ae6735dd22edf59,c192_202102022040.mp4,c192_202102122048.mp4,-1000
3a09ac6d5443d22def8ddad48ae6735dd22edf59,c192_202102022040.mp4,c192_202102162045.mp4,-88
3a09ac6d5443d22def8ddad48ae6735dd22edf59,c192_202102022040.mp4,c192_202102232040.mp4,167
7c2371889915e271044d61c6612e57fe93806e02,c192_202102021725.mp4,c192_202102011725.mp4,-161
7c2371889915e271044d61c6612e57fe93806e02,c192_202102021725.mp4,c192_202102021725.mp4,541
7c2371889915e271044d61c6612e57fe93806e02,c192_202102021725.mp4,c192_202102031725.mp4,304
7c2371889915e271044d61c6612e57fe93806e02,c192_202102021725.mp4,c192_202102041725.mp4,-1000
7c2371889915e271044d61c6612e57fe93806e02,c192_202102021725.mp4,c192_202102051710.mp4,-1000
7c2371889915e271044d61c6612e57fe93806e02,c192_202102021725.mp4,c192_202102051725.mp4,-148
7c2371889915e271044d61c6612e57fe93806e02,c192_202102021725.mp4,c192_202102081720.mp4,378
7c2371889915e271044d61c6612e57fe93806e02,c192_202102021725.mp4,c192_202102091720.mp4,544
7c2371889915e271044d61c6612e57fe93806e02,c192_202102021725.mp4,c192_202102101720.mp4,668
7c2371889915e271044d61c6612e57fe93806e02,c192_202102021725.mp4,c192_202102111720.mp4,435
7c2371889915e271044d61c6612e57fe93806e02,c192_202102021725.mp4,c192_202102121720.mp4,443
7c2371889915e271044d61c6612e57fe93806e02,c192_202102021725.mp4,c192_202102151720.mp4,-1000
7c2371889915e271044d61c6612e57fe93806e02,c192_202102021725.mp4,c192_202102161720.mp4,623
7c2371889915e271044d61c6612e57fe93806e02,c192_202102021725.mp4,c192_202102171720.mp4,-1000
7c2371889915e271044d61c6612e57fe93806e02,c192_202102021725.mp4,c192_202102181720.mp4,-1000
7c2371889915e271044d61c6612e57fe93806e02,c192_202102021725.mp4,c192_202102191720.mp4,692
7c2371889915e271044d61c6612e57fe93806e02,c192_202102021725.mp4,c192_202102221725.mp4,475
7c2371889915e271044d61c6612e57fe93806e02,c192_202102021725.mp4,c192_202102231725.mp4,446
7c2371889915e271044d61c6612e57fe93806e02,c192_202102021725.mp4,c192_202102241725.mp4,582
7c2371889915e271044d61c6612e57fe93806e02,c192_202102021725.mp4,c192_202102251725.mp4,-1000
7c2371889915e271044d61c6612e57fe93806e02,c192_202102021725.mp4,c192_202102261725.mp4,451
e4c8abc34333e74eab551e313c4c9a345219bbb1,c192_202102011100.mp4,c192_202102011100.mp4,309
e4c8abc34333e74eab551e313c4c9a345219bbb1,c192_202102011100.mp4,c192_202102021100.mp4,360
e4c8abc34333e74eab551e313c4c9a345219bbb1,c192_202102011100.mp4,c192_202102031100.mp4,183
e4c8abc34333e74eab551e313c4c9a345219bbb1,c192_202102011100.mp4,c192_202102041100.mp4,147
e4c8abc34333e74eab551e313c4c9a345219bbb1,c192_202102011100.mp4,c192_202102051100.mp4,137
e4c8abc34333e74eab551e313c4c9a345219bbb1,c192_202102011100.mp4,c192_202102081100.mp4,35
e4c8abc34333e74eab551e313c4c9a345219bbb1,c192_202102011100.mp4,c192_202102091100.mp4,214
e4c8abc34333e74eab551e313c4c9a345219bbb1,c192_202102011100.mp4,c192_202102101100.mp4,128
e4c8abc34333e74eab551e313c4c9a345219bbb1,c192_202102011100.mp4,c192_202102111100.mp4,-75
e4c8abc34333e74eab551e313c4c9a345219bbb1,c192_202102011100.mp4,c192_202102121100.mp4,49
e4c8abc34333e74eab551e313c4c9a345219bbb1,c192_202102011100.mp4,c192_202102151100.mp4,46
e4c8abc34333e74eab551e313c4c9a345219bbb1,c192_202102011100.mp4,c192_202102161100.mp4,177
e4c8abc34333e74eab551e313c4c9a345219bbb1,c192_202102011100.mp4,c192_202102171100.mp4,89
e4c8abc34333e74eab551e313c4c9a345219bbb1,c192_202102011100.mp4,c192_202102181100.mp4,100
e4c8abc34333e74eab551e313c4c9a345219bbb1,c192_202102011100.mp4,c192_202102191100.mp4,62
e4c8abc34333e74eab551e313c4c9a345219bbb1,c192_202102011100.mp4,c192_202102221100.mp4,220
e4c8abc34333e74eab551e313c4c9a345219bbb1,c192_202102011100.mp4,c192_202102231100.mp4,153
e4c8abc34333e74eab551e313c4c9a345219bbb1,c192_202102011100.mp4,c192_202102241100.mp4,276
e4c8abc34333e74eab551e313c4c9a345219bbb1,c192_202102011100.mp4,c192_202102251100.mp4,169
e4c8abc34333e74eab551e313c4c9a345219bbb1,c192_202102011100.mp4,c192_202102261100.mp4,-79
360fb58d44edf6d566e53f25b88d886db2c626c6,c192_202102011025.mp4,c192_202102011025.mp4,-17
360fb58d44edf6d566e53f25b88d886db2c626c6,c192_202102011025.mp4,c192_202102011910.mp4,-1000
360fb58d44edf6d566e53f25b88d886db2c626c6,c192_202102011025.mp4,c192_202102021025.mp4,103
360fb58d44edf6d566e53f25b88d886db2c626c6,c192_202102011025.mp4,c192_202102021910.mp4,34
360fb58d44edf6d566e53f25b88d886db2c626c6,c192_202102011025.mp4,c192_202102031025.mp4,-4
360fb58d44edf6d566e53f25b88d886db2c626c6,c192_202102011025.mp4,c192_202102031910.mp4,37
360fb58d44edf6d566e53f25b88d886db2c626c6,c192_202102011025.mp4,c192_202102041025.mp4,-93
360fb58d44edf6d566e53f25b88d886db2c626c6,c192_202102011025.mp4,c192_202102041910.mp4,-106
360fb58d44edf6d566e53f25b88d886db2c626c6,c192_202102011025.mp4,c192_202102051025.mp4,-64
360fb58d44edf6d566e53f25b88d886db2c626c6,c192_202102011025.mp4,c192_202102051910.mp4,5
360fb58d44edf6d566e53f25b88d886db2c626c6,c192_202102011025.mp4,c192_202102081025.mp4,-31
360fb58d44edf6d566e53f25b88d886db2c626c6,c192_202102011025.mp4,c192_202102081910.mp4,-25
360fb58d44edf6d566e53f25b88d886db2c626c6,c192_202102011025.mp4,c192_202102091025.mp4,19
360fb58d44edf6d566e53f25b88d886db2c626c6,c192_202102011025.mp4,c192_202102091910.mp4,20
360fb58d44edf6d566e53f25b88d886db2c626c6,c192_202102011025.mp4,c192_202102101025.mp4,-118
360fb58d44edf6d566e53f25b88d886db2c626c6,c192_202102011025.mp4,c192_202102101910.mp4,-85
360fb58d44edf6d566e53f25b88d886db2c626c6,c192_202102011025.mp4,c192_202102111025.mp4,-279
360fb58d44edf6d566e53f25b88d886db2c626c6,c192_202102011025.mp4,c192_202102111910.mp4,-128
360fb58d44edf6d566e53f25b88d886db2c626c6,c192_202102011025.mp4,c192_202102121025.mp4,-251
360fb58d44edf6d566e53f25b88d886db2c626c6,c192_202102011025.mp4,c192_202102121910.mp4,-177
360fb58d44edf6d566e53f25b88d886db2c626c6,c192_202102011025.mp4,c192_202102151025.mp4,-299
360fb58d44edf6d566e53f25b88d886db2c626c6,c192_202102011025.mp4,c192_202102151910.mp4,-22
360fb58d44edf6d566e53f25b88d886db2c626c6,c192_202102011025.mp4,c192_202102161025.mp4,-12
360fb58d44edf6d566e53f25b88d886db2c626c6,c192_202102011025.mp4,c192_202102161910.mp4,27
360fb58d44edf6d566e53f25b88d886db2c626c6,c192_202102011025.mp4,c192_202102171025.mp4,-67
360fb58d44edf6d566e53f25b88d886db2c626c6,c192_202102011025.mp4,c192_202102171910.mp4,47
360fb58d44edf6d566e53f25b88d886db2c626c6,c192_202102011025.mp4,c192_202102181025.mp4,-26
360fb58d44edf6d566e53f25b88d886db2c626c6,c192_202102011025.mp4,c192_202102181910.mp4,127
360fb58d44edf6d566e53f25b88d886db2c626c6,c192_202102011025.mp4,c192_202102191025.mp4,-188
360fb58d44edf6d566e53f25b88d886db2c626c6,c192_202102011025.mp4,c192_202102191910.mp4,105
360fb58d44edf6d566e53f25b88d886db2c626c6,c192_202102011025.mp4,c192_202102221025.mp4,-70
360fb58d44edf6d566e53f25b88d886db2c626c6,c192_202102011025.mp4,c192_202102221910.mp4,182
360fb58d44edf6d566e53f25b88d886db2c626c6,c192_202102011025.mp4,c192_202102231025.mp4,-70
360fb58d44edf6d566e53f25b88d886db2c626c6,c192_202102011025.mp4,c192_202102231910.mp4,207
